ANNO_SOLARE;COD_Ateneo;NOME_ATENEO;CODICE_GETTITO;DESCRIZIONE_GETTITO;CONSUNTIVO
2010;03001;Udine - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);2000980
2010;03001;Udine - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;222470
2010;03001;Udine - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;201769
2010;03001;Udine - Università degli studi;08 ;Altro da studenti, non costituente gettito;265762
2010;03201;Trieste - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;19355986
2010;03201;Trieste - Università degli studi;02 ;Gettito relativo a corsi di dottorato;148134
2010;03201;Trieste - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;594303
2010;03201;Trieste - Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;666749
2010;03201;Trieste - Università degli studi;04a;Gettito relativo ad altri corsi;18756
2010;03201;Trieste - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);2145799
2010;03201;Trieste - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;434589
2010;03201;Trieste - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;355413
2010;03201;Trieste - Università degli studi;08 ;Altro da studenti, non costituente gettito;313247
2010;03202;Trieste - Scuola internazionale superiore di studi avanzati;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;0
2010;03202;Trieste - Scuola internazionale superiore di studi avanzati;02 ;Gettito relativo a corsi di dottorato;0
2010;03202;Trieste - Scuola internazionale superiore di studi avanzati;03 ;Gettito relativo a corsi di specializzazione;0
2010;03202;Trieste - Scuola internazionale superiore di studi avanzati;04 ;Gettito relativo a corsi di perfezionamento e master;100500
2010;03202;Trieste - Scuola internazionale superiore di studi avanzati;04a;Gettito relativo ad altri corsi;0
2010;03202;Trieste - Scuola internazionale superiore di studi avanzati;05 ;Tassa regionale per il DSU (se riscossa da università);32030
2010;03202;Trieste - Scuola internazionale superiore di studi avanzati;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2010;03202;Trieste - Scuola internazionale superiore di studi avanzati;07 ;Altre entrate non necessarie per l'iscrizione;0
2010;03202;Trieste - Scuola internazionale superiore di studi avanzati;08 ;Altro da studenti, non costituente gettito;0
2010;03401;Parma - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;27003179
2010;03401;Parma - Università degli studi;02 ;Gettito relativo a corsi di dottorato;190211
2010;03401;Parma - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;879675
2010;03401;Parma - Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;507348
2010;03401;Parma - Università degli studi;04a;Gettito relativo ad altri corsi;21779
2010;03401;Parma - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);3194622
2010;03401;Parma - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;623002
2010;03401;Parma - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;865754
2010;03401;Parma - Università degli studi;08 ;Altro da studenti, non costituente gettito;1060765
2010;03601;Modena e Reggio Emilia - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;30417777
2010;03601;Modena e Reggio Emilia - Università degli studi;02 ;Gettito relativo a corsi di dottorato;237237
2010;03601;Modena e Reggio Emilia - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;603535
2010;03601;Modena e Reggio Emilia - Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;642994
2010;03601;Modena e Reggio Emilia - Università degli studi;04a;Gettito relativo ad altri corsi;97798
2010;03601;Modena e Reggio Emilia - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);2345896
2010;03601;Modena e Reggio Emilia - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;260946
2010;03601;Modena e Reggio Emilia - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;609763
2010;03601;Modena e Reggio Emilia - Università degli studi;08 ;Altro da studenti, non costituente gettito;326423
2010;03701;Bologna - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;107784209,2
2010;03701;Bologna - Università degli studi;02 ;Gettito relativo a corsi di dottorato;550439
2010;03701;Bologna - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;2152133
2010;03701;Bologna - Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;7173593
2010;03701;Bologna - Università degli studi;04a;Gettito relativo ad altri corsi;934560
2010;03701;Bologna - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);8493348
2010;03701;Bologna - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;1894016
2010;03701;Bologna - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;4076965,6
2010;03701;Bologna - Università degli studi;08 ;Altro da studenti, non costituente gettito;1777500,18
2010;03801;Ferrara - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;18957576
2010;03801;Ferrara - Università degli studi;02 ;Gettito relativo a corsi di dottorato;106792
2010;03801;Ferrara - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;662662
2010;03801;Ferrara - Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;927630
2010;03801;Ferrara - Università degli studi;04a;Gettito relativo ad altri corsi;512674
2010;03801;Ferrara - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);1901171
2010;03801;Ferrara - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;579440
2010;03801;Ferrara - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;701368
2010;03801;Ferrara - Università degli studi;08 ;Altro da studenti, non costituente gettito;613910
2010;04101;"Urbino - Università degli studi ""Carlo Bo""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;16881472
2010;04101;"Urbino - Università degli studi ""Carlo Bo""";02 ;Gettito relativo a corsi di dottorato;39847
2010;04101;"Urbino - Università degli studi ""Carlo Bo""";03 ;Gettito relativo a corsi di specializzazione;56746
2010;04101;"Urbino - Università degli studi ""Carlo Bo""";04 ;Gettito relativo a corsi di perfezionamento e master;399726
2010;04101;"Urbino - Università degli studi ""Carlo Bo""";04a;Gettito relativo ad altri corsi;458218
2010;04101;"Urbino - Università degli studi ""Carlo Bo""";05 ;Tassa regionale per il DSU (se riscossa da università);1213740
2010;04101;"Urbino - Università degli studi ""Carlo Bo""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;117231
2010;04101;"Urbino - Università degli studi ""Carlo Bo""";07 ;Altre entrate non necessarie per l'iscrizione;395047
2010;04101;"Urbino - Università degli studi ""Carlo Bo""";08 ;Altro da studenti, non costituente gettito;1583758
2010;04201;Ancona - Università Politecnica delle Marche;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;12965050
2010;04201;Ancona - Università Politecnica delle Marche;02 ;Gettito relativo a corsi di dottorato;47878
2010;04201;Ancona - Università Politecnica delle Marche;03 ;Gettito relativo a corsi di specializzazione;466455
2010;04201;Ancona - Università Politecnica delle Marche;04 ;Gettito relativo a corsi di perfezionamento e master;671877
2010;04201;Ancona - Università Politecnica delle Marche;04a;Gettito relativo ad altri corsi;3086
2010;04201;Ancona - Università Politecnica delle Marche;05 ;Tassa regionale per il DSU (se riscossa da università);1597212
2010;04201;Ancona - Università Politecnica delle Marche;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;439700
2010;04201;Ancona - Università Politecnica delle Marche;07 ;Altre entrate non necessarie per l'iscrizione;124576
2010;04201;Ancona - Università Politecnica delle Marche;08 ;Altro da studenti, non costituente gettito;317912
2010;04301;Macerata - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;5786558
2010;04301;Macerata - Università degli studi;02 ;Gettito relativo a corsi di dottorato;79851
2010;04301;Macerata - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;144905
2010;04301;Macerata - Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;524270
2010;04301;Macerata - Università degli studi;04a;Gettito relativo ad altri corsi;771
2010;04301;Macerata - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);1130695
2010;04301;Macerata - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;36950
2010;04301;Macerata - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;103363
2010;04301;Macerata - Università degli studi;08 ;Altro da studenti, non costituente gettito;209651
2010;04302;Camerino - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;7175961
2010;04302;Camerino - Università degli studi;02 ;Gettito relativo a corsi di dottorato;22970
2010;04302;Camerino - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;99203
2010;04302;Camerino - Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;1100061
2010;04302;Camerino - Università degli studi;04a;Gettito relativo ad altri corsi;21398
2010;04302;Camerino - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);692190
2010;04302;Camerino - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;134564
2010;04302;Camerino - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;160723
2010;04302;Camerino - Università degli studi;08 ;Altro da studenti, non costituente gettito;149132
2010;04601;Lucca - Scuola IMT Alti Studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;0
2010;04601;Lucca - Scuola IMT Alti Studi;02 ;Gettito relativo a corsi di dottorato;0
2010;04601;Lucca - Scuola IMT Alti Studi;03 ;Gettito relativo a corsi di specializzazione;0
2010;04601;Lucca - Scuola IMT Alti Studi;04 ;Gettito relativo a corsi di perfezionamento e master;0
2010;04601;Lucca - Scuola IMT Alti Studi;04a;Gettito relativo ad altri corsi;0
2010;04601;Lucca - Scuola IMT Alti Studi;05 ;Tassa regionale per il DSU (se riscossa da università);0
2010;04601;Lucca - Scuola IMT Alti Studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2010;04601;Lucca - Scuola IMT Alti Studi;07 ;Altre entrate non necessarie per l'iscrizione;0
2010;04601;Lucca - Scuola IMT Alti Studi;08 ;Altro da studenti, non costituente gettito;0
2010;04801;Firenze - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;53409078
2010;04801;Firenze - Università degli studi;02 ;Gettito relativo a corsi di dottorato;513436
2010;04801;Firenze - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;2006389
2010;04801;Firenze - Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;3735317
2010;04801;Firenze - Università degli studi;04a;Gettito relativo ad altri corsi;557591
2010;04801;Firenze - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);5586583
2010;04801;Firenze - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;1495033
2010;04801;Firenze - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;1065186
2010;04801;Firenze - Università degli studi;08 ;Altro da studenti, non costituente gettito;1522031
2010;04803;Firenze - Istituto Italiano di Scienze Umane;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;0
2010;04803;Firenze - Istituto Italiano di Scienze Umane;02 ;Gettito relativo a corsi di dottorato;0
2010;04803;Firenze - Istituto Italiano di Scienze Umane;03 ;Gettito relativo a corsi di specializzazione;0
2010;04803;Firenze - Istituto Italiano di Scienze Umane;04 ;Gettito relativo a corsi di perfezionamento e master;0
2010;04803;Firenze - Istituto Italiano di Scienze Umane;04a;Gettito relativo ad altri corsi;0
2010;04803;Firenze - Istituto Italiano di Scienze Umane;05 ;Tassa regionale per il DSU (se riscossa da università);0
2010;04803;Firenze - Istituto Italiano di Scienze Umane;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2010;04803;Firenze - Istituto Italiano di Scienze Umane;07 ;Altre entrate non necessarie per l'iscrizione;0
2010;04803;Firenze - Istituto Italiano di Scienze Umane;08 ;Altro da studenti, non costituente gettito;0
2010;04804;"Firenze - Università telematica ""Italian University line""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;92559
2010;04804;"Firenze - Università telematica ""Italian University line""";02 ;Gettito relativo a corsi di dottorato;0
2010;04804;"Firenze - Università telematica ""Italian University line""";03 ;Gettito relativo a corsi di specializzazione;0
2010;04804;"Firenze - Università telematica ""Italian University line""";04 ;Gettito relativo a corsi di perfezionamento e master;99840
2010;04804;"Firenze - Università telematica ""Italian University line""";04a;Gettito relativo ad altri corsi;0
2010;04804;"Firenze - Università telematica ""Italian University line""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2010;04804;"Firenze - Università telematica ""Italian University line""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2010;04804;"Firenze - Università telematica ""Italian University line""";07 ;Altre entrate non necessarie per l'iscrizione;375
2010;04804;"Firenze - Università telematica ""Italian University line""";08 ;Altro da studenti, non costituente gettito;0
2010;05001;Pisa - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;44980643
2010;05001;Pisa - Università degli studi;02 ;Gettito relativo a corsi di dottorato;430179,35
2010;05001;Pisa - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;1433628
2010;05001;Pisa - Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;4893252,65
2010;05001;Pisa - Università degli studi;04a;Gettito relativo ad altri corsi;41024
2010;05001;Pisa - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);4689771
2010;05001;Pisa - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;543360
2010;05001;Pisa - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;1091839
2010;05001;Pisa - Università degli studi;08 ;Altro da studenti, non costituente gettito;528827
2010;05002;Pisa - Scuola normale superiore;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;0
2010;05002;Pisa - Scuola normale superiore;02 ;Gettito relativo a corsi di dottorato;0
2010;05002;Pisa - Scuola normale superiore;03 ;Gettito relativo a corsi di specializzazione;0
2010;05002;Pisa - Scuola normale superiore;04 ;Gettito relativo a corsi di perfezionamento e master;8300
2010;05002;Pisa - Scuola normale superiore;04a;Gettito relativo ad altri corsi;0
2010;05002;Pisa - Scuola normale superiore;05 ;Tassa regionale per il DSU (se riscossa da università);0
2010;05002;Pisa - Scuola normale superiore;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2010;05002;Pisa - Scuola normale superiore;07 ;Altre entrate non necessarie per l'iscrizione;0
2010;05002;Pisa - Scuola normale superiore;08 ;Altro da studenti, non costituente gettito;0
2010;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;0
2010;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";02 ;Gettito relativo a corsi di dottorato;0
2010;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";03 ;Gettito relativo a corsi di specializzazione;0
2010;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";04 ;Gettito relativo a corsi di perfezionamento e master;497778
2010;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";04a;Gettito relativo ad altri corsi;495359
2010;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2010;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2010;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";07 ;Altre entrate non necessarie per l'iscrizione;0
2010;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";08 ;Altro da studenti, non costituente gettito;0
2010;05201;Siena - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;22970552
2010;05201;Siena - Università degli studi;02 ;Gettito relativo a corsi di dottorato;0
2010;05201;Siena - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;1450954
2010;05201;Siena - Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;2274522
2010;05201;Siena - Università degli studi;04a;Gettito relativo ad altri corsi;37336
2010;05201;Siena - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);1326724
2010;05201;Siena - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;379607
2010;05201;Siena - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;321847
2010;05201;Siena - Università degli studi;08 ;Altro da studenti, non costituente gettito;0
2010;05202;Siena - Università per stranieri;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;718127
2010;05202;Siena - Università per stranieri;02 ;Gettito relativo a corsi di dottorato;16462
2010;05202;Siena - Università per stranieri;03 ;Gettito relativo a corsi di specializzazione;61789
2010;05202;Siena - Università per stranieri;04 ;Gettito relativo a corsi di perfezionamento e master;147311
2010;05202;Siena - Università per stranieri;04a;Gettito relativo ad altri corsi;1499026
2010;05202;Siena - Università per stranieri;05 ;Tassa regionale per il DSU (se riscossa da università);0
2010;05202;Siena - Università per stranieri;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2010;05202;Siena - Università per stranieri;07 ;Altre entrate non necessarie per l'iscrizione;0
2010;05202;Siena - Università per stranieri;08 ;Altro da studenti, non costituente gettito;0
2010;05401;Perugia - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;34740692
2010;05401;Perugia - Università degli studi;02 ;Gettito relativo a corsi di dottorato;30302
2010;05401;Perugia - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;1158732
2010;05401;Perugia - Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;324652
2010;05401;Perugia - Università degli studi;04a;Gettito relativo ad altri corsi;0
2010;05401;Perugia - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);2454637
2010;05401;Perugia - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;770036
2010;05401;Perugia - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;137350
2010;05401;Perugia - Università degli studi;08 ;Altro da studenti, non costituente gettito;293582
2010;05403;Perugia - Università per stranieri;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;972773
2010;05403;Perugia - Università per stranieri;02 ;Gettito relativo a corsi di dottorato;5700
2010;05403;Perugia - Università per stranieri;03 ;Gettito relativo a corsi di specializzazione;0
2010;05403;Perugia - Università per stranieri;04 ;Gettito relativo a corsi di perfezionamento e master;114560
2010;05403;Perugia - Università per stranieri;04a;Gettito relativo ad altri corsi;3997822
2010;05403;Perugia - Università per stranieri;05 ;Tassa regionale per il DSU (se riscossa da università);119846
2010;05403;Perugia - Università per stranieri;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2010;05403;Perugia - Università per stranieri;07 ;Altre entrate non necessarie per l'iscrizione;55659
2010;05403;Perugia - Università per stranieri;08 ;Altro da studenti, non costituente gettito;2802
2010;05601;Viterbo - Università della Tuscia;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;7486495
2010;05601;Viterbo - Università della Tuscia;02 ;Gettito relativo a corsi di dottorato;95217
2010;05601;Viterbo - Università della Tuscia;03 ;Gettito relativo a corsi di specializzazione;24696
2010;05601;Viterbo - Università della Tuscia;04 ;Gettito relativo a corsi di perfezionamento e master;331561
2010;05601;Viterbo - Università della Tuscia;04a;Gettito relativo ad altri corsi;94850
2010;05601;Viterbo - Università della Tuscia;05 ;Tassa regionale per il DSU (se riscossa da università);745406
2010;05601;Viterbo - Università della Tuscia;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;73876
2010;05601;Viterbo - Università della Tuscia;07 ;Altre entrate non necessarie per l'iscrizione;63300
2010;05601;Viterbo - Università della Tuscia;08 ;Altro da studenti, non costituente gettito;175475
2010;05801;"Roma - Università degli studi ""La Sapienza""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;45079128
2010;05801;"Roma - Università degli studi ""La Sapienza""";02 ;Gettito relativo a corsi di dottorato;264203
2010;05801;"Roma - Università degli studi ""La Sapienza""";03 ;Gettito relativo a corsi di specializzazione;2820454
2010;05801;"Roma - Università degli studi ""La Sapienza""";04 ;Gettito relativo a corsi di perfezionamento e master;5086657
2010;05801;"Roma - Università degli studi ""La Sapienza""";04a;Gettito relativo ad altri corsi;108131
2010;05801;"Roma - Università degli studi ""La Sapienza""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2010;05801;"Roma - Università degli studi ""La Sapienza""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;3502183
2010;05801;"Roma - Università degli studi ""La Sapienza""";07 ;Altre entrate non necessarie per l'iscrizione;0
2010;05801;"Roma - Università degli studi ""La Sapienza""";08 ;Altro da studenti, non costituente gettito;1083711
2010;05802;"Roma - Università degli studi di ""Tor Vergata""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;26902025
2010;05802;"Roma - Università degli studi di ""Tor Vergata""";02 ;Gettito relativo a corsi di dottorato;115697
2010;05802;"Roma - Università degli studi di ""Tor Vergata""";03 ;Gettito relativo a corsi di specializzazione;1256505
2010;05802;"Roma - Università degli studi di ""Tor Vergata""";04 ;Gettito relativo a corsi di perfezionamento e master;5420560
2010;05802;"Roma - Università degli studi di ""Tor Vergata""";04a;Gettito relativo ad altri corsi;388631
2010;05802;"Roma - Università degli studi di ""Tor Vergata""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2010;05802;"Roma - Università degli studi di ""Tor Vergata""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;1088998
2010;05802;"Roma - Università degli studi di ""Tor Vergata""";07 ;Altre entrate non necessarie per l'iscrizione;537197
2010;05802;"Roma - Università degli studi di ""Tor Vergata""";08 ;Altro da studenti, non costituente gettito;825494
2010;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;28762897
2010;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);02 ;Gettito relativo a corsi di dottorato;27300
2010;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);03 ;Gettito relativo a corsi di specializzazione;275700
2010;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);04 ;Gettito relativo a corsi di perfezionamento e master;1215050
2010;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);04a;Gettito relativo ad altri corsi;28630
2010;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);05 ;Tassa regionale per il DSU (se riscossa da università);0
2010;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;84628
2010;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);07 ;Altre entrate non necessarie per l'iscrizione;262458
2010;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);08 ;Altro da studenti, non costituente gettito;94913
2010;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;54448886
2010;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);02 ;Gettito relativo a corsi di dottorato;11000
2010;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);03 ;Gettito relativo a corsi di specializzazione;600100
2010;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);04 ;Gettito relativo a corsi di perfezionamento e master;1259741
2010;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);04a;Gettito relativo ad altri corsi;8232559
2010;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);05 ;Tassa regionale per il DSU (se riscossa da università);0
2010;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;646305
2010;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);07 ;Altre entrate non necessarie per l'iscrizione;1496775
2010;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);08 ;Altro da studenti, non costituente gettito;0
2010;05806;"Roma - Università degli studi del ""Foro Italico""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;1691945
2010;05806;"Roma - Università degli studi del ""Foro Italico""";02 ;Gettito relativo a corsi di dottorato;14405
2010;05806;"Roma - Università degli studi del ""Foro Italico""";03 ;Gettito relativo a corsi di specializzazione;0
2010;05806;"Roma - Università degli studi del ""Foro Italico""";04 ;Gettito relativo a corsi di perfezionamento e master;38400
2010;05806;"Roma - Università degli studi del ""Foro Italico""";04a;Gettito relativo ad altri corsi;0
2010;05806;"Roma - Università degli studi del ""Foro Italico""";05 ;Tassa regionale per il DSU (se riscossa da università);202370
2010;05806;"Roma - Università degli studi del ""Foro Italico""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;68280
2010;05806;"Roma - Università degli studi del ""Foro Italico""";07 ;Altre entrate non necessarie per l'iscrizione;10144
2010;05806;"Roma - Università degli studi del ""Foro Italico""";08 ;Altro da studenti, non costituente gettito;27076
2010;05807;Roma - III Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;28232219
2010;05807;Roma - III Università degli studi;02 ;Gettito relativo a corsi di dottorato;87647
2010;05807;Roma - III Università degli studi;03 ;Gettito relativo a corsi di specializzazione;297481
2010;05807;Roma - III Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;2555725
2010;05807;Roma - III Università degli studi;04a;Gettito relativo ad altri corsi;724632
2010;05807;Roma - III Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);0
2010;05807;Roma - III Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;240812
2010;05807;Roma - III Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;1912488
2010;05807;Roma - III Università degli studi;08 ;Altro da studenti, non costituente gettito;644537
2010;05808;"Roma - Università ""Campus Bio-Medico""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;6165760
2010;05808;"Roma - Università ""Campus Bio-Medico""";02 ;Gettito relativo a corsi di dottorato;482100
2010;05808;"Roma - Università ""Campus Bio-Medico""";03 ;Gettito relativo a corsi di specializzazione;609198
2010;05808;"Roma - Università ""Campus Bio-Medico""";04 ;Gettito relativo a corsi di perfezionamento e master;358459
2010;05808;"Roma - Università ""Campus Bio-Medico""";04a;Gettito relativo ad altri corsi;0
2010;05808;"Roma - Università ""Campus Bio-Medico""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2010;05808;"Roma - Università ""Campus Bio-Medico""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;295574
2010;05808;"Roma - Università ""Campus Bio-Medico""";07 ;Altre entrate non necessarie per l'iscrizione;0
2010;05808;"Roma - Università ""Campus Bio-Medico""";08 ;Altro da studenti, non costituente gettito;0
2010;05809;Roma - Libera Università degli Studi Per l'Innovazione e le Organizzazioni;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;5874471
