ANNO_SOLARE;COD_Ateneo;NOME_ATENEO;CODICE_GETTITO;DESCRIZIONE_GETTITO;CONSUNTIVO
2008;07201;Bari - Università degli studi;08 ;Altro da studenti, non costituente gettito;175426
2008;07202;Bari - Politecnico;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;3189221
2008;07202;Bari - Politecnico;02 ;Gettito relativo a corsi di dottorato;-8521
2008;07202;Bari - Politecnico;03 ;Gettito relativo a corsi di specializzazione;0
2008;07202;Bari - Politecnico;04 ;Gettito relativo a corsi di perfezionamento e master;127825
2008;07202;Bari - Politecnico;04a;Gettito relativo ad altri corsi;430166
2008;07202;Bari - Politecnico;05 ;Tassa regionale per il DSU (se riscossa da università);0
2008;07202;Bari - Politecnico;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;226071
2008;07202;Bari - Politecnico;07 ;Altre entrate non necessarie per l'iscrizione;37739
2008;07202;Bari - Politecnico;08 ;Altro da studenti, non costituente gettito;0
2008;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;3507139
2008;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";02 ;Gettito relativo a corsi di dottorato;0
2008;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";03 ;Gettito relativo a corsi di specializzazione;0
2008;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";04 ;Gettito relativo a corsi di perfezionamento e master;247655
2008;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";04a;Gettito relativo ad altri corsi;104000
2008;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2008;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2008;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";07 ;Altre entrate non necessarie per l'iscrizione;51086
2008;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";08 ;Altro da studenti, non costituente gettito;0
2008;07501;Lecce - Università del Salento;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;9989738
2008;07501;Lecce - Università del Salento;02 ;Gettito relativo a corsi di dottorato;244479
2008;07501;Lecce - Università del Salento;03 ;Gettito relativo a corsi di specializzazione;129766
2008;07501;Lecce - Università del Salento;04 ;Gettito relativo a corsi di perfezionamento e master;499467
2008;07501;Lecce - Università del Salento;04a;Gettito relativo ad altri corsi;103350
2008;07501;Lecce - Università del Salento;05 ;Tassa regionale per il DSU (se riscossa da università);2163582
2008;07501;Lecce - Università del Salento;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;206523
2008;07501;Lecce - Università del Salento;07 ;Altre entrate non necessarie per l'iscrizione;0
2008;07501;Lecce - Università del Salento;08 ;Altro da studenti, non costituente gettito;552397
2008;07601;Potenza - Università degli studi della Basilicata;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;5346082
2008;07601;Potenza - Università degli studi della Basilicata;02 ;Gettito relativo a corsi di dottorato;105454
2008;07601;Potenza - Università degli studi della Basilicata;03 ;Gettito relativo a corsi di specializzazione;1098723
2008;07601;Potenza - Università degli studi della Basilicata;04 ;Gettito relativo a corsi di perfezionamento e master;173735
2008;07601;Potenza - Università degli studi della Basilicata;04a;Gettito relativo ad altri corsi;0
2008;07601;Potenza - Università degli studi della Basilicata;05 ;Tassa regionale per il DSU (se riscossa da università);0
2008;07601;Potenza - Università degli studi della Basilicata;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;75052
2008;07601;Potenza - Università degli studi della Basilicata;07 ;Altre entrate non necessarie per l'iscrizione;158244
2008;07601;Potenza - Università degli studi della Basilicata;08 ;Altro da studenti, non costituente gettito;171882
2008;07801;Arcavacata di Rende - Università della Calabria;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;15795266
2008;07801;Arcavacata di Rende - Università della Calabria;02 ;Gettito relativo a corsi di dottorato;1320
2008;07801;Arcavacata di Rende - Università della Calabria;03 ;Gettito relativo a corsi di specializzazione;1487000
2008;07801;Arcavacata di Rende - Università della Calabria;04 ;Gettito relativo a corsi di perfezionamento e master;1170094
2008;07801;Arcavacata di Rende - Università della Calabria;04a;Gettito relativo ad altri corsi;26752
2008;07801;Arcavacata di Rende - Università della Calabria;05 ;Tassa regionale per il DSU (se riscossa da università);2934097
2008;07801;Arcavacata di Rende - Università della Calabria;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;127817
2008;07801;Arcavacata di Rende - Università della Calabria;07 ;Altre entrate non necessarie per l'iscrizione;238433
2008;07801;Arcavacata di Rende - Università della Calabria;08 ;Altro da studenti, non costituente gettito;216257
2008;07901;"Catanzaro - Università degli studi ""Magna Grecia""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;5994095
2008;07901;"Catanzaro - Università degli studi ""Magna Grecia""";02 ;Gettito relativo a corsi di dottorato;0
2008;07901;"Catanzaro - Università degli studi ""Magna Grecia""";03 ;Gettito relativo a corsi di specializzazione;537015
2008;07901;"Catanzaro - Università degli studi ""Magna Grecia""";04 ;Gettito relativo a corsi di perfezionamento e master;384237
2008;07901;"Catanzaro - Università degli studi ""Magna Grecia""";04a;Gettito relativo ad altri corsi;464
2008;07901;"Catanzaro - Università degli studi ""Magna Grecia""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2008;07901;"Catanzaro - Università degli studi ""Magna Grecia""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2008;07901;"Catanzaro - Università degli studi ""Magna Grecia""";07 ;Altre entrate non necessarie per l'iscrizione;0
2008;07901;"Catanzaro - Università degli studi ""Magna Grecia""";08 ;Altro da studenti, non costituente gettito;0
2008;08001;Reggio Calabria - Università degli studi Mediterranea;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;5114727
2008;08001;Reggio Calabria - Università degli studi Mediterranea;02 ;Gettito relativo a corsi di dottorato;60000
2008;08001;Reggio Calabria - Università degli studi Mediterranea;03 ;Gettito relativo a corsi di specializzazione;103954
2008;08001;Reggio Calabria - Università degli studi Mediterranea;04 ;Gettito relativo a corsi di perfezionamento e master;40000
2008;08001;Reggio Calabria - Università degli studi Mediterranea;04a;Gettito relativo ad altri corsi;219979
2008;08001;Reggio Calabria - Università degli studi Mediterranea;05 ;Tassa regionale per il DSU (se riscossa da università);0
2008;08001;Reggio Calabria - Università degli studi Mediterranea;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;2000
2008;08001;Reggio Calabria - Università degli studi Mediterranea;07 ;Altre entrate non necessarie per l'iscrizione;0
2008;08001;Reggio Calabria - Università degli studi Mediterranea;08 ;Altro da studenti, non costituente gettito;0
2008;08003;Reggio Calabria - Università per Stranieri;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;-1
2008;08003;Reggio Calabria - Università per Stranieri;02 ;Gettito relativo a corsi di dottorato;-1
2008;08003;Reggio Calabria - Università per Stranieri;03 ;Gettito relativo a corsi di specializzazione;-1
2008;08003;Reggio Calabria - Università per Stranieri;04 ;Gettito relativo a corsi di perfezionamento e master;-1
2008;08003;Reggio Calabria - Università per Stranieri;04a;Gettito relativo ad altri corsi;-1
2008;08003;Reggio Calabria - Università per Stranieri;05 ;Tassa regionale per il DSU (se riscossa da università);-1
2008;08003;Reggio Calabria - Università per Stranieri;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;-1
2008;08003;Reggio Calabria - Università per Stranieri;07 ;Altre entrate non necessarie per l'iscrizione;-1
2008;08003;Reggio Calabria - Università per Stranieri;08 ;Altro da studenti, non costituente gettito;-1
2008;08201;Palermo - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;29599575
2008;08201;Palermo - Università degli studi;02 ;Gettito relativo a corsi di dottorato;98778
2008;08201;Palermo - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;2173109
2008;08201;Palermo - Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;2798702
2008;08201;Palermo - Università degli studi;04a;Gettito relativo ad altri corsi;470370
2008;08201;Palermo - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);5622854
2008;08201;Palermo - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;516534
2008;08201;Palermo - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;395100
2008;08201;Palermo - Università degli studi;08 ;Altro da studenti, non costituente gettito;0
2008;08301;Messina - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;22703409
2008;08301;Messina - Università degli studi;02 ;Gettito relativo a corsi di dottorato;247296
2008;08301;Messina - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;2049270
2008;08301;Messina - Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;1745837
2008;08301;Messina - Università degli studi;04a;Gettito relativo ad altri corsi;100000
2008;08301;Messina - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);3203225
2008;08301;Messina - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;467056
2008;08301;Messina - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;484922
2008;08301;Messina - Università degli studi;08 ;Altro da studenti, non costituente gettito;0
2008;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;7637330
2008;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";02 ;Gettito relativo a corsi di dottorato;0
2008;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";03 ;Gettito relativo a corsi di specializzazione;0
2008;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";04 ;Gettito relativo a corsi di perfezionamento e master;90509
2008;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";04a;Gettito relativo ad altri corsi;6720
2008;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";05 ;Tassa regionale per il DSU (se riscossa da università);514134
2008;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;16141
2008;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";07 ;Altre entrate non necessarie per l'iscrizione;277286
2008;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";08 ;Altro da studenti, non costituente gettito;178564
2008;08701;Catania - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;23354779
2008;08701;Catania - Università degli studi;02 ;Gettito relativo a corsi di dottorato;437510
2008;08701;Catania - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;1121250
2008;08701;Catania - Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;371899
2008;08701;Catania - Università degli studi;04a;Gettito relativo ad altri corsi;1660011
2008;08701;Catania - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);0
2008;08701;Catania - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;285709
2008;08701;Catania - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;0
2008;08701;Catania - Università degli studi;08 ;Altro da studenti, non costituente gettito;292517
2008;09001;Sassari - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;8542859
2008;09001;Sassari - Università degli studi;02 ;Gettito relativo a corsi di dottorato;134944
2008;09001;Sassari - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;704412
2008;09001;Sassari - Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;372351
2008;09001;Sassari - Università degli studi;04a;Gettito relativo ad altri corsi;0
2008;09001;Sassari - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);0
2008;09001;Sassari - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;155568
2008;09001;Sassari - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;185084
2008;09001;Sassari - Università degli studi;08 ;Altro da studenti, non costituente gettito;186181
2008;09201;Cagliari - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;16493441
2008;09201;Cagliari - Università degli studi;02 ;Gettito relativo a corsi di dottorato;25083
2008;09201;Cagliari - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;879107
2008;09201;Cagliari - Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;284040
2008;09201;Cagliari - Università degli studi;04a;Gettito relativo ad altri corsi;453302
2008;09201;Cagliari - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);0
2008;09201;Cagliari - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;166644
2008;09201;Cagliari - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;612281
2008;09201;Cagliari - Università degli studi;08 ;Altro da studenti, non costituente gettito;0
2009;00101;Torino - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;67395447
2009;00101;Torino - Università degli studi;02 ;Gettito relativo a corsi di dottorato;2117
2009;00101;Torino - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;2868973
2009;00101;Torino - Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;1941549
2009;00101;Torino - Università degli studi;04a;Gettito relativo ad altri corsi;252899
2009;00101;Torino - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);6166352
2009;00101;Torino - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;1397825
2009;00101;Torino - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;2001270
2009;00101;Torino - Università degli studi;08 ;Altro da studenti, non costituente gettito;1966130
2009;00102;Torino - Politecnico;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;22828281
2009;00102;Torino - Politecnico;02 ;Gettito relativo a corsi di dottorato;366345
2009;00102;Torino - Politecnico;03 ;Gettito relativo a corsi di specializzazione;12914
2009;00102;Torino - Politecnico;04 ;Gettito relativo a corsi di perfezionamento e master;486808
2009;00102;Torino - Politecnico;04a;Gettito relativo ad altri corsi;43039
2009;00102;Torino - Politecnico;05 ;Tassa regionale per il DSU (se riscossa da università);2674430
2009;00102;Torino - Politecnico;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;431534
2009;00102;Torino - Politecnico;07 ;Altre entrate non necessarie per l'iscrizione;203723
2009;00102;Torino - Politecnico;08 ;Altro da studenti, non costituente gettito;567972
2009;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;8515618
2009;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";02 ;Gettito relativo a corsi di dottorato;14988
2009;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";03 ;Gettito relativo a corsi di specializzazione;350620
2009;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";04 ;Gettito relativo a corsi di perfezionamento e master;436229
2009;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";04a;Gettito relativo ad altri corsi;14435
2009;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";05 ;Tassa regionale per il DSU (se riscossa da università);88
2009;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;167610
2009;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";07 ;Altre entrate non necessarie per l'iscrizione;192178
2009;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";08 ;Altro da studenti, non costituente gettito;143754
2009;00401;Bra (CN) - Università di Scienze Gastronomiche;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;2728547
2009;00401;Bra (CN) - Università di Scienze Gastronomiche;02 ;Gettito relativo a corsi di dottorato;0
2009;00401;Bra (CN) - Università di Scienze Gastronomiche;03 ;Gettito relativo a corsi di specializzazione;0
2009;00401;Bra (CN) - Università di Scienze Gastronomiche;04 ;Gettito relativo a corsi di perfezionamento e master;831260
2009;00401;Bra (CN) - Università di Scienze Gastronomiche;04a;Gettito relativo ad altri corsi;0
2009;00401;Bra (CN) - Università di Scienze Gastronomiche;05 ;Tassa regionale per il DSU (se riscossa da università);0
2009;00401;Bra (CN) - Università di Scienze Gastronomiche;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2009;00401;Bra (CN) - Università di Scienze Gastronomiche;07 ;Altre entrate non necessarie per l'iscrizione;0
2009;00401;Bra (CN) - Università di Scienze Gastronomiche;08 ;Altro da studenti, non costituente gettito;0
2009;00701;Aosta - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;641625
2009;00701;Aosta - Università degli studi;02 ;Gettito relativo a corsi di dottorato;0
2009;00701;Aosta - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;16430
2009;00701;Aosta - Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;171775
2009;00701;Aosta - Università degli studi;04a;Gettito relativo ad altri corsi;3515
2009;00701;Aosta - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);99819
2009;00701;Aosta - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;14175
2009;00701;Aosta - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;26285
2009;00701;Aosta - Università degli studi;08 ;Altro da studenti, non costituente gettito;21199
2009;01001;Genova - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;37682897
2009;01001;Genova - Università degli studi;02 ;Gettito relativo a corsi di dottorato;201872
2009;01001;Genova - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;1063646
2009;01001;Genova - Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;1825210
2009;01001;Genova - Università degli studi;04a;Gettito relativo ad altri corsi;754572
2009;01001;Genova - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);0
2009;01001;Genova - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;769690
2009;01001;Genova - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;390096
2009;01001;Genova - Università degli studi;08 ;Altro da studenti, non costituente gettito;699636
2009;01201;"Castellanza - Università ""Carlo Cattaneo""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;10073853
2009;01201;"Castellanza - Università ""Carlo Cattaneo""";02 ;Gettito relativo a corsi di dottorato;0
2009;01201;"Castellanza - Università ""Carlo Cattaneo""";03 ;Gettito relativo a corsi di specializzazione;0
2009;01201;"Castellanza - Università ""Carlo Cattaneo""";04 ;Gettito relativo a corsi di perfezionamento e master;1435844
2009;01201;"Castellanza - Università ""Carlo Cattaneo""";04a;Gettito relativo ad altri corsi;0
2009;01201;"Castellanza - Università ""Carlo Cattaneo""";05 ;Tassa regionale per il DSU (se riscossa da università);191500
2009;01201;"Castellanza - Università ""Carlo Cattaneo""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;105378
2009;01201;"Castellanza - Università ""Carlo Cattaneo""";07 ;Altre entrate non necessarie per l'iscrizione;113925
2009;01201;"Castellanza - Università ""Carlo Cattaneo""";08 ;Altro da studenti, non costituente gettito;36769
2009;01202;Varese - Università dell' Insubria;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;14586373
2009;01202;Varese - Università dell' Insubria;02 ;Gettito relativo a corsi di dottorato;31259
2009;01202;Varese - Università dell' Insubria;03 ;Gettito relativo a corsi di specializzazione;582121
2009;01202;Varese - Università dell' Insubria;04 ;Gettito relativo a corsi di perfezionamento e master;64792
2009;01202;Varese - Università dell' Insubria;04a;Gettito relativo ad altri corsi;14060
2009;01202;Varese - Università dell' Insubria;05 ;Tassa regionale per il DSU (se riscossa da università);1056700
2009;01202;Varese - Università dell' Insubria;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;83200
2009;01202;Varese - Università dell' Insubria;07 ;Altre entrate non necessarie per l'iscrizione;1345173
2009;01202;Varese - Università dell' Insubria;08 ;Altro da studenti, non costituente gettito;158214
2009;01301;"Novedrate (CO) - Università telematica ""e-Campus""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;14285835
2009;01301;"Novedrate (CO) - Università telematica ""e-Campus""";02 ;Gettito relativo a corsi di dottorato;0
2009;01301;"Novedrate (CO) - Università telematica ""e-Campus""";03 ;Gettito relativo a corsi di specializzazione;0
2009;01301;"Novedrate (CO) - Università telematica ""e-Campus""";04 ;Gettito relativo a corsi di perfezionamento e master;500579
2009;01301;"Novedrate (CO) - Università telematica ""e-Campus""";04a;Gettito relativo ad altri corsi;0
2009;01301;"Novedrate (CO) - Università telematica ""e-Campus""";05 ;Tassa regionale per il DSU (se riscossa da università);394600
2009;01301;"Novedrate (CO) - Università telematica ""e-Campus""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2009;01301;"Novedrate (CO) - Università telematica ""e-Campus""";07 ;Altre entrate non necessarie per l'iscrizione;211032
2009;01301;"Novedrate (CO) - Università telematica ""e-Campus""";08 ;Altro da studenti, non costituente gettito;0
2009;01501;Milano - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;79371550
2009;01501;Milano - Università degli studi;02 ;Gettito relativo a corsi di dottorato;377101
2009;01501;Milano - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;3581265
2009;01501;Milano - Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;2745216
2009;01501;Milano - Università degli studi;04a;Gettito relativo ad altri corsi;0
2009;01501;Milano - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);6220844
2009;01501;Milano - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;342800
2009;01501;Milano - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;3007384
2009;01501;Milano - Università degli studi;08 ;Altro da studenti, non costituente gettito;2463230
2009;01502;Milano - Politecnico;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;58845464
2009;01502;Milano - Politecnico;02 ;Gettito relativo a corsi di dottorato;493929
2009;01502;Milano - Politecnico;03 ;Gettito relativo a corsi di specializzazione;98179
2009;01502;Milano - Politecnico;04 ;Gettito relativo a corsi di perfezionamento e master;1472303
2009;01502;Milano - Politecnico;04a;Gettito relativo ad altri corsi;-700
2009;01502;Milano - Politecnico;05 ;Tassa regionale per il DSU (se riscossa da università);4002400
2009;01502;Milano - Politecnico;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2009;01502;Milano - Politecnico;07 ;Altre entrate non necessarie per l'iscrizione;0
2009;01502;Milano - Politecnico;08 ;Altro da studenti, non costituente gettito;833691
2009;01503;"Milano - Università commerciale ""Luigi Bocconi""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;103848637
2009;01503;"Milano - Università commerciale ""Luigi Bocconi""";02 ;Gettito relativo a corsi di dottorato;40710
2009;01503;"Milano - Università commerciale ""Luigi Bocconi""";03 ;Gettito relativo a corsi di specializzazione;109802
2009;01503;"Milano - Università commerciale ""Luigi Bocconi""";04 ;Gettito relativo a corsi di perfezionamento e master;20407017
2009;01503;"Milano - Università commerciale ""Luigi Bocconi""";04a;Gettito relativo ad altri corsi;21302474
2009;01503;"Milano - Università commerciale ""Luigi Bocconi""";05 ;Tassa regionale per il DSU (se riscossa da università);1344900
2009;01503;"Milano - Università commerciale ""Luigi Bocconi""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;824344
2009;01503;"Milano - Università commerciale ""Luigi Bocconi""";07 ;Altre entrate non necessarie per l'iscrizione;619026
2009;01503;"Milano - Università commerciale ""Luigi Bocconi""";08 ;Altro da studenti, non costituente gettito;150835
2009;01504;"Milano - Università Cattolica del ""Sacro Cuore""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;155764474
2009;01504;"Milano - Università Cattolica del ""Sacro Cuore""";02 ;Gettito relativo a corsi di dottorato;389394
2009;01504;"Milano - Università Cattolica del ""Sacro Cuore""";03 ;Gettito relativo a corsi di specializzazione;3327606
2009;01504;"Milano - Università Cattolica del ""Sacro Cuore""";04 ;Gettito relativo a corsi di perfezionamento e master;5686468
2009;01504;"Milano - Università Cattolica del ""Sacro Cuore""";04a;Gettito relativo ad altri corsi;11950
2009;01504;"Milano - Università Cattolica del ""Sacro Cuore""";05 ;Tassa regionale per il DSU (se riscossa da università);3871600
2009;01504;"Milano - Università Cattolica del ""Sacro Cuore""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;299878
2009;01504;"Milano - Università Cattolica del ""Sacro Cuore""";07 ;Altre entrate non necessarie per l'iscrizione;2724745
2009;01504;"Milano - Università Cattolica del ""Sacro Cuore""";08 ;Altro da studenti, non costituente gettito;588557
2009;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;22031547
2009;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);02 ;Gettito relativo a corsi di dottorato;42250
2009;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);03 ;Gettito relativo a corsi di specializzazione;0
2009;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);04 ;Gettito relativo a corsi di perfezionamento e master;1487086
2009;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);04a;Gettito relativo ad altri corsi;0
2009;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);05 ;Tassa regionale per il DSU (se riscossa da università);437362
2009;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2009;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);07 ;Altre entrate non necessarie per l'iscrizione;150277
2009;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);08 ;Altro da studenti, non costituente gettito;0
2009;01508;Milano - Università Vita-Salute San Raffaele;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;11772474
2009;01508;Milano - Università Vita-Salute San Raffaele;02 ;Gettito relativo a corsi di dottorato;61495
2009;01508;Milano - Università Vita-Salute San Raffaele;03 ;Gettito relativo a corsi di specializzazione;783692
2009;01508;Milano - Università Vita-Salute San Raffaele;04 ;Gettito relativo a corsi di perfezionamento e master;405540
2009;01508;Milano - Università Vita-Salute San Raffaele;04a;Gettito relativo ad altri corsi;3316
2009;01508;Milano - Università Vita-Salute San Raffaele;05 ;Tassa regionale per il DSU (se riscossa da università);232425
2009;01508;Milano - Università Vita-Salute San Raffaele;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;556405
2009;01508;Milano - Università Vita-Salute San Raffaele;07 ;Altre entrate non necessarie per l'iscrizione;227465
2009;01508;Milano - Università Vita-Salute San Raffaele;08 ;Altro da studenti, non costituente gettito;36009
2009;01509;Milano-Bicocca - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;31940147
2009;01509;Milano-Bicocca - Università degli studi;02 ;Gettito relativo a corsi di dottorato;162964
2009;01509;Milano-Bicocca - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;738331
